time	V(vout)
3.394652652624645e-02	4.089274e+00
3.410544901619626e-02	4.457036e+00
3.430392175687062e-02	4.747424e+00
3.441917403483245e-02	4.862431e+00
3.449443877661225e-02	4.902227e+00
3.454776029119133e-02	4.908415e+00
3.458712095543391e-02	4.897145e+00
3.462545363213809e-02	4.866522e+00
3.467308188223034e-02	4.792074e+00
3.471596138718701e-02	4.666788e+00
3.478563803759049e-02	4.354256e+00
3.489762875097534e-02	3.763953e+00
3.503293706410904e-02	3.136886e+00
3.517708041926298e-02	2.707448e+00
3.532557450837892e-02	2.448703e+00
3.549113428948822e-02	2.251305e+00
3.558773803430237e-02	2.181088e+00
3.565325022428615e-02	2.164814e+00
3.570055832699168e-02	2.173706e+00
3.573581908598188e-02	2.198212e+00
3.577674887486925e-02	2.255540e+00
3.582258766553917e-02	2.371073e+00
3.587371083331788e-02	2.575186e+00
3.595658893889640e-02	3.000124e+00
3.607638117212880e-02	3.612247e+00
3.622665064335392e-02	4.184829e+00
3.638703021387730e-02	4.549597e+00
3.658174213990074e-02	4.830134e+00
3.669505612155773e-02	4.940804e+00
3.676933948553936e-02	4.978586e+00
3.682206925094904e-02	4.983643e+00
3.686103170421918e-02	4.971554e+00
3.689960752935994e-02	4.939339e+00
3.694757066655405e-02	4.861032e+00
3.699155602547179e-02	4.728005e+00
3.706301093638374e-02	4.401477e+00
3.717773726334178e-02	3.797550e+00
3.731587644580937e-02	3.176515e+00
3.747132265714529e-02	2.738937e+00
3.762875449742310e-02	2.480688e+00
3.779354147754303e-02	2.298821e+00
3.787999703337323e-02	2.245108e+00
3.793986635014965e-02	2.236841e+00
3.798355631328035e-02	2.249923e+00
3.801900026098640e-02	2.278785e+00
3.805637034955113e-02	2.335844e+00
3.809788130444762e-02	2.446158e+00
3.815061199097471e-02	2.661887e+00
3.823604818463095e-02	3.102929e+00
3.835242753023411e-02	3.696628e+00
3.850185901490712e-02	4.261425e+00
3.866264691579335e-02	4.624088e+00
3.885612511641000e-02	4.901161e+00
3.896881228057612e-02	5.010182e+00
3.904277682887002e-02	5.047087e+00
3.909531372454307e-02	5.051577e+00
3.913414613974658e-02	5.039002e+00
3.917280179996756e-02	5.005935e+00
3.922087451086753e-02	4.925643e+00
3.926522178419694e-02	4.789304e+00
3.933725821351201e-02	4.457496e+00
3.945287674110093e-02	3.849388e+00
3.959251208457323e-02	3.237051e+00
3.977126233674470e-02	2.757679e+00
3.993294579943989e-02	2.507305e+00
4.010365047844229e-02	2.338360e+00
4.017808792482877e-02	2.302792e+00
4.023091079230479e-02	2.303936e+00
4.026993597383027e-02	2.322492e+00
4.030847336399954e-02	2.365546e+00
4.035638368233028e-02	2.464679e+00
4.040019459837348e-02	2.617270e+00
4.047136913605685e-02	2.962157e+00
4.058566487321155e-02	3.572410e+00
4.070904715377180e-02	4.110074e+00
4.089958954691030e-02	4.612778e+00
4.108844880313930e-02	4.913453e+00
4.122830681287699e-02	5.060764e+00
4.130641865672047e-02	5.105695e+00
4.136144050540425e-02	5.113394e+00
4.140193897998947e-02	5.102692e+00
4.143958803839939e-02	5.075426e+00
4.147497049893898e-02	5.028274e+00
4.151050793098745e-02	4.943413e+00
4.156545176434495e-02	4.731316e+00
4.165440005552985e-02	4.281495e+00
4.179538851899368e-02	3.571173e+00
4.193884134550083e-02	3.050035e+00
4.208861785374633e-02	2.732774e+00
4.226783246574039e-02	2.492409e+00
4.239143844927684e-02	2.385496e+00
4.246126506034027e-02	2.359776e+00
4.251127023127141e-02	2.364414e+00
4.254838439302695e-02	2.385279e+00
4.258811473211552e-02	2.434455e+00
4.263822805341003e-02	2.550506e+00
4.268775847657251e-02	2.739053e+00
4.276809642684276e-02	3.145359e+00
4.289631477183757e-02	3.797026e+00
4.305379040910936e-02	4.390967e+00
4.322129141779681e-02	4.765294e+00
4.340910557831520e-02	5.028476e+00
4.351896416851479e-02	5.131091e+00
4.359148089261730e-02	5.165011e+00
4.364313799667669e-02	5.167817e+00
4.368137568436915e-02	5.153992e+00
4.372039917247075e-02	5.117446e+00
4.377306807802841e-02	5.019479e+00
4.382164326511481e-02	4.856137e+00
4.390045522201508e-02	4.474868e+00
4.402637748433396e-02	3.823709e+00
4.417493315931349e-02	3.221997e+00
4.433823369149278e-02	2.825680e+00
4.449602991949868e-02	2.597224e+00
4.465329827703032e-02	2.447137e+00
4.472643899719526e-02	2.413805e+00
4.477847607180519e-02	2.415357e+00
4.481697092588190e-02	2.433990e+00
4.485583481846615e-02	2.478969e+00
4.490908478449299e-02	2.596027e+00
4.495744242559731e-02	2.774481e+00
4.503590659163954e-02	3.167639e+00
4.516130424267795e-02	3.816992e+00
4.530348756884065e-02	4.376037e+00
4.548691010022429e-02	4.800670e+00
4.567778283978629e-02	5.074564e+00
4.578915939511970e-02	5.179874e+00
4.586245498233404e-02	5.214793e+00
4.591458617457587e-02	5.217959e+00
4.595314465492577e-02	5.204249e+00
4.599196918896579e-02	5.167987e+00
4.604536269036254e-02	5.068888e+00
4.609366657124370e-02	4.906721e+00
4.617204477610364e-02	4.527658e+00
4.629731268835958e-02	3.878695e+00
4.644503403183448e-02	3.278356e+00
4.661153179444354e-02	2.873707e+00
4.677151147564458e-02	2.642195e+00
4.692738724976737e-02	2.494010e+00
4.700010904401655e-02	2.461168e+00
4.705189115410482e-02	2.462800e+00
4.709021349884705e-02	2.481364e+00
4.712918435836699e-02	2.526320e+00
4.718204470596601e-02	2.642202e+00
4.723054823333490e-02	2.820973e+00
4.730924563836412e-02	3.215114e+00
4.743499516263317e-02	3.865679e+00
4.757788658520921e-02	4.426129e+00
4.776166119169577e-02	4.850123e+00
4.795166446248148e-02	5.121585e+00
4.806260735919581e-02	5.225768e+00
4.813568088733480e-02	5.260094e+00
4.818767710427173e-02	5.262867e+00
4.822614432832663e-02	5.248826e+00
4.826502532831693e-02	5.211986e+00
4.831821293537644e-02	5.112138e+00
4.836659392996439e-02	4.948616e+00
