time	V(n004)
6.980537283697427e-02	3.637980e+00
6.984170302892688e-02	3.630130e+00
6.987602734080871e-02	3.627703e+00
6.991661185210170e-02	3.631174e+00
6.996968613242334e-02	3.646342e+00
7.005566833716438e-02	3.687815e+00
7.009131442321782e-02	3.711286e+00
7.011947356285705e-02	3.733582e+00
7.012995963882664e-02	3.742551e+00
7.013744887977161e-02	3.749248e+00
7.014326970495238e-02	3.754579e+00
7.014902770064707e-02	3.759964e+00
7.015723672960876e-02	3.767820e+00
7.016840428653409e-02	3.778864e+00
7.019063926508963e-02	3.802072e+00
7.023510922220069e-02	3.852590e+00
7.032404913642282e-02	3.964291e+00
7.047206864928324e-02	4.160210e+00
7.066276049952236e-02	4.400402e+00
7.077985249646324e-02	4.522704e+00
7.085604261046261e-02	4.581178e+00
7.090991943435739e-02	4.610002e+00
7.094965274069821e-02	4.623879e+00
7.098775970348056e-02	4.631023e+00
7.102960770536688e-02	4.632592e+00
7.106802145708938e-02	4.627441e+00
7.113049722585407e-02	4.608309e+00
7.117134883743786e-02	4.589231e+00
7.120617477504862e-02	4.568097e+00
7.122644585734596e-02	4.553833e+00
7.124564505149401e-02	4.538899e+00
7.126323586387610e-02	4.524318e+00
7.127190902630383e-02	4.516805e+00
7.127604828980694e-02	4.513118e+00
7.127859171738084e-02	4.510819e+00
7.128144163902106e-02	4.508218e+00
7.128414836802831e-02	4.505723e+00
7.128896120389568e-02	4.501222e+00
7.129783839231527e-02	4.492745e+00
7.130990331397014e-02	4.480828e+00
7.133340566507577e-02	4.456270e+00
7.138041036728705e-02	4.402712e+00
7.147441977170962e-02	4.284750e+00
7.161366454785990e-02	4.103402e+00
7.183690479293423e-02	3.831158e+00
7.193988049423659e-02	3.730590e+00
7.200880764250449e-02	3.683397e+00
7.205825541549252e-02	3.660248e+00
7.209498846847694e-02	3.649549e+00
7.213496208494792e-02	3.644488e+00
7.218420234035655e-02	3.646478e+00
7.223405855626155e-02	3.658803e+00
7.231491652922660e-02	3.693085e+00
7.232559323034592e-02	3.699160e+00
7.234694663258454e-02	3.713707e+00
7.236350903099016e-02	3.725870e+00
7.237960842582881e-02	3.738548e+00
7.239187188197620e-02	3.748703e+00
7.239895750810714e-02	3.754787e+00
7.240342510469286e-02	3.758716e+00
7.240754602018945e-02	3.762400e+00
7.241142291839810e-02	3.765911e+00
7.241518331213535e-02	3.769364e+00
7.242079715864548e-02	3.774597e+00
7.242686010922000e-02	3.780355e+00
7.243661462236851e-02	3.789882e+00
7.245460098740135e-02	3.808248e+00
7.248883862862951e-02	3.845844e+00
7.255731391108583e-02	3.929044e+00
7.269426447599847e-02	4.109261e+00
7.285506024127442e-02	4.319255e+00
7.300477999913403e-02	4.491741e+00
7.309665028851452e-02	4.574014e+00
7.315956319492889e-02	4.614004e+00
7.320521755225320e-02	4.633801e+00
7.323933031232954e-02	4.642822e+00
7.328102326601857e-02	4.647378e+00
7.332417921007670e-02	4.645074e+00
7.337629939459989e-02	4.631467e+00
7.346076476283014e-02	4.594701e+00
7.346978772738957e-02	4.589466e+00
7.348783365650843e-02	4.577017e+00
7.350366064427899e-02	4.565352e+00
7.351878045826950e-02	4.553471e+00
7.353108897212388e-02	4.543320e+00
7.353802169432888e-02	4.537397e+00
7.354280923750607e-02	4.533204e+00
7.354742979930978e-02	4.529091e+00
7.355073435143342e-02	4.526111e+00
7.355460233383793e-02	4.522568e+00
7.356187465018620e-02	4.515787e+00
7.357122338070893e-02	4.506818e+00
7.358992084175438e-02	4.487989e+00
7.362731576384529e-02	4.447261e+00
7.370210560802710e-02	4.356926e+00
7.383482619314018e-02	4.183542e+00
7.399379982409719e-02	3.977964e+00
7.414251473368623e-02	3.808977e+00
7.423391579804908e-02	3.728567e+00
7.429656798418051e-02	3.689688e+00
7.434205525272827e-02	3.670627e+00
7.437624078444849e-02	3.662089e+00
7.441836851509405e-02	3.658094e+00
7.446090815187489e-02	3.660984e+00
7.451325713198149e-02	3.675428e+00
7.459808643200680e-02	3.715543e+00
7.463366633299373e-02	3.738559e+00
7.466057877024679e-02	3.759526e+00
7.467148755684042e-02	3.768720e+00
7.467953700429399e-02	3.775833e+00
7.468783057418887e-02	3.783358e+00
7.469262871204904e-02	3.787800e+00
7.469745038895491e-02	3.792343e+00
7.470269275933664e-02	3.797359e+00
7.470859296678996e-02	3.803107e+00
7.471804922153895e-02	3.812539e+00
7.473206784670619e-02	3.827032e+00
7.475936203156917e-02	3.856952e+00
7.481395040129514e-02	3.922214e+00
7.492312714074707e-02	4.064124e+00
7.511406140653651e-02	4.314069e+00
7.528035088099028e-02	4.507465e+00
7.537124931035769e-02	4.589044e+00
7.543362158615345e-02	4.628291e+00
7.547892922092604e-02	4.647690e+00
7.551324006958343e-02	4.656563e+00
7.555583485052955e-02	4.660989e+00
7.559768208176323e-02	4.658518e+00
7.565028801186902e-02	4.644452e+00
7.573552588576812e-02	4.606883e+00
7.574388311416085e-02	4.601995e+00
7.576059757094629e-02	4.590409e+00
7.577618329899924e-02	4.578904e+00
7.579095432721031e-02	4.567300e+00
7.580351503638602e-02	4.556946e+00
7.581045969637397e-02	4.551014e+00
7.581543343283459e-02	4.546658e+00
7.582029871114057e-02	4.542325e+00
7.582369952960184e-02	4.539253e+00
7.582751760234212e-02	4.535753e+00
7.583472811889816e-02	4.529021e+00
7.584406965464020e-02	4.520050e+00
7.586275272612429e-02	4.501219e+00
7.590011886909247e-02	4.460494e+00
7.597485115502881e-02	4.370170e+00
7.610786475055289e-02	4.196316e+00
7.626702780356122e-02	3.990437e+00
7.641553120217051e-02	3.821690e+00
7.650683344496466e-02	3.741380e+00
7.656943065002800e-02	3.702535e+00
7.661488265437630e-02	3.683485e+00
7.664909277922181e-02	3.674940e+00
7.669132971039892e-02	3.670932e+00
7.673372246912516e-02	3.673811e+00
7.678612596361925e-02	3.688273e+00
7.687104195902532e-02	3.728432e+00
7.690663952035244e-02	3.751467e+00
7.693363758722524e-02	3.772509e+00
7.694451802346418e-02	3.781683e+00
7.695254149722167e-02	3.788775e+00
7.696080555612292e-02	3.796275e+00
7.696574843143479e-02	3.800854e+00
7.697064016568285e-02	3.805466e+00
7.697606970975750e-02	3.810667e+00
7.698218450712238e-02	3.816633e+00
7.699196823109718e-02	3.826417e+00
7.700684016496823e-02	3.841860e+00
7.703617915523772e-02	3.874256e+00
7.709485713577671e-02	3.945089e+00
7.721221309685468e-02	4.098573e+00
7.738444857748358e-02	4.324735e+00
7.754101042585956e-02	4.508192e+00
7.763606774166379e-02	4.595377e+00
7.770073681054457e-02	4.637607e+00
7.774751089034068e-02	4.658497e+00
7.778240189451692e-02	4.668097e+00
7.782357582979482e-02	4.672921e+00
7.786855338045452e-02	4.670815e+00
7.791999680518097e-02	4.657734e+00
7.800338500386206e-02	4.621929e+00
7.801304007987181e-02	4.616380e+00
7.803235023189131e-02	4.603143e+00
7.804848708420362e-02	4.591283e+00
7.806405549175117e-02	4.579052e+00
7.807661910781484e-02	4.568681e+00
7.808366006809447e-02	4.562657e+00
7.808830974215759e-02	4.558579e+00
7.809268579598011e-02	4.554678e+00
7.809638149808075e-02	4.551340e+00
7.810028117794805e-02	4.547762e+00
7.810775010268545e-02	4.540780e+00
7.811752083206940e-02	4.531379e+00
7.813621625226358e-02	4.512496e+00
7.817360709265195e-02	4.471658e+00
7.824838877342870e-02	4.381106e+00
7.838308783150923e-02	4.204893e+00
7.854348398790202e-02	3.997617e+00
7.869041502156249e-02	3.831237e+00
7.878098197903889e-02	3.752021e+00
7.884316930653011e-02	3.713671e+00
7.888835810964361e-02	3.694874e+00
7.892275191420554e-02	3.686397e+00
7.896544682575629e-02	3.682468e+00
7.900696684426210e-02	3.685411e+00
7.905969416853666e-02	3.700136e+00
7.914512501783605e-02	3.740807e+00
7.918080202181414e-02	3.764036e+00
7.920816287337455e-02	3.785478e+00
7.921879210114380e-02	3.794483e+00
7.922643665400089e-02	3.801268e+00
7.923459013699054e-02	3.808709e+00
7.924248460190216e-02	3.816097e+00
7.925162495713205e-02	3.824888e+00
7.926347069384312e-02	3.836639e+00
7.927931229363104e-02	3.852986e+00
7.930421760228715e-02	3.880121e+00
7.934748716982241e-02	3.931040e+00
7.943401577767470e-02	4.042103e+00
7.960707299337925e-02	4.270041e+00
7.980225661602322e-02	4.505832e+00
7.990135453876046e-02	4.600688e+00
7.996821455301634e-02	4.645827e+00
8.001637159864877e-02	4.668145e+00
8.005221827776790e-02	4.678509e+00
8.009276446262410e-02	4.683685e+00
8.013996229764545e-02	4.681896e+00
8.019057967967942e-02	4.669493e+00
8.027265173264521e-02	4.634928e+00
8.028297322191638e-02	4.629079e+00
8.030361620045874e-02	4.615067e+00
8.032023694314476e-02	4.602918e+00
8.033649222785386e-02	4.590167e+00
8.035002834792994e-02	4.578983e+00
8.035731313024552e-02	4.572735e+00
8.036191537754415e-02	4.568686e+00
8.036608321511282e-02	4.564957e+00
8.037060160567831e-02	4.560857e+00
8.037474252338606e-02	4.557042e+00
8.038136806885605e-02	4.550829e+00
8.038951909487890e-02	4.543006e+00
8.040269027925820e-02	4.529902e+00
8.042750782449011e-02	4.503741e+00
8.047714291495392e-02	4.446559e+00
8.057641309588154e-02	4.320826e+00
8.072001475083711e-02	4.132649e+00
8.091997567487139e-02	3.888414e+00
8.102580909086717e-02	3.784204e+00
8.109623850363445e-02	3.734782e+00
8.114661580582951e-02	3.710512e+00
8.118398384155426e-02	3.699191e+00
8.122355310291023e-02	3.693807e+00
8.127424628615657e-02	3.695429e+00
8.132356018018143e-02	3.707195e+00
8.140355238913229e-02	3.740497e+00
8.141499631494248e-02	3.746931e+00
8.143788416656285e-02	3.762409e+00
8.145487109931651e-02	3.774843e+00
8.147139881560314e-02	3.787850e+00
8.148358776889708e-02	3.797945e+00
8.149074002288194e-02	3.804088e+00
8.149512708420742e-02	3.807947e+00
8.149911125453227e-02	3.811510e+00
8.150733757043287e-02	3.819018e+00
8.151378430531417e-02	3.825049e+00
8.152139192925889e-02	3.832326e+00
8.153380394065483e-02	3.844617e+00
8.155707558515923e-02	3.868974e+00
8.160315103125325e-02	3.921566e+00
8.169530192344128e-02	4.037798e+00
8.185262689623528e-02	4.245461e+00
8.204290508360595e-02	4.481564e+00
8.215372358071130e-02	4.593885e+00
8.222673334281548e-02	4.647558e+00
8.227869077248412e-02	4.674025e+00
8.231713176156669e-02	4.686613e+00
8.235602901403347e-02	4.692708e+00
8.240915739495808e-02	4.692012e+00
8.245756056829831e-02	4.681393e+00
8.253609753464268e-02	4.650092e+00
8.254872424172201e-02	4.643199e+00
8.257397765588066e-02	4.626461e+00
8.259209582923929e-02	4.613353e+00
8.260984537542077e-02	4.599449e+00
8.262344221116306e-02	4.588196e+00
8.263097198790455e-02	4.581719e+00
8.263486932221949e-02	4.578284e+00
8.263864726668518e-02	4.574901e+00
8.264257648405138e-02	4.571328e+00
8.265043491878378e-02	4.564008e+00
8.266615178824858e-02	4.548788e+00
8.269275073720424e-02	4.521282e+00
8.274594863511553e-02	4.460526e+00
8.285234443093811e-02	4.326289e+00
8.297825284168259e-02	4.161099e+00
8.317995185952624e-02	3.911884e+00
8.329051423095266e-02	3.800421e+00
8.336339261236889e-02	3.747530e+00
8.341527008700922e-02	3.721575e+00
8.345365698047076e-02	3.709347e+00
8.349258777212476e-02	3.703585e+00
8.354559398255522e-02	3.704736e+00
8.359404290123805e-02	3.715781e+00
8.367265300441115e-02	3.747782e+00
8.368523965817667e-02	3.754759e+00
8.371041296570773e-02	3.771646e+00
8.372800207415837e-02	3.784492e+00
8.374501551500685e-02	3.797895e+00
8.375676965773482e-02	3.807645e+00
8.376396934873630e-02	3.813835e+00
8.376776119416164e-02	3.817171e+00
8.377150710305709e-02	3.820521e+00
8.378196404461058e-02	3.830101e+00
8.379240170692866e-02	3.840030e+00
8.380914180794366e-02	3.856642e+00
8.383777286707021e-02	3.887060e+00
8.389503498532332e-02	3.954222e+00
8.400955922182951e-02	4.101770e+00
8.415241779568154e-02	4.290473e+00
8.433069284848260e-02	4.507619e+00
8.443593024997960e-02	4.610909e+00
8.450604777630992e-02	4.660472e+00
8.455623268221561e-02	4.684940e+00
8.459346951839428e-02	4.696452e+00
8.463312192489568e-02	4.702109e+00
8.468351561447877e-02	4.700841e+00
8.473294135899777e-02	4.689382e+00
8.481311217657998e-02	4.656507e+00
8.482516525488940e-02	4.649785e+00
8.484927141150822e-02	4.633548e+00
8.486659054538408e-02	4.620886e+00
8.488333969172554e-02	4.607704e+00
8.489521052839646e-02	4.597872e+00
8.490237521294250e-02	4.591720e+00
8.490666909562274e-02	4.587946e+00
8.491053895296254e-02	4.584489e+00
8.491897145353039e-02	4.576799e+00
8.493419367739347e-02	4.562365e+00
8.494801184099098e-02	4.548613e+00
8.497426978733853e-02	4.520845e+00
8.502678568003365e-02	4.459955e+00
8.513181746542388e-02	4.326159e+00
8.527570918145139e-02	4.137286e+00
8.546623437567544e-02	3.905351e+00
8.557177287212243e-02	3.801874e+00
8.564204805037823e-02	3.752608e+00
8.569233024663930e-02	3.728402e+00
8.572963344246962e-02	3.717105e+00
8.576924376854668e-02	3.711713e+00
8.581978898595345e-02	3.713321e+00
8.586915814414223e-02	3.725093e+00
8.594923860500266e-02	3.758416e+00
8.596067547059008e-02	3.764846e+00
8.598354920176494e-02	3.780312e+00
8.600053390829869e-02	3.792742e+00
8.601705425904788e-02	3.805741e+00
8.602923478431770e-02	3.815827e+00
8.603638528567366e-02	3.821967e+00
8.604077299109572e-02	3.825825e+00
8.604475915644165e-02	3.829389e+00
8.605297065779263e-02	3.836881e+00
8.605940065960477e-02	3.842894e+00
8.606696788110554e-02	3.850130e+00
8.607931638032398e-02	3.862350e+00
8.610245425161987e-02	3.886545e+00
8.614821214655588e-02	3.938707e+00
8.623972793642790e-02	4.053998e+00
8.639666197070837e-02	4.261075e+00
8.658614476680081e-02	4.496408e+00
8.669779559181963e-02	4.609885e+00
8.677123143778086e-02	4.664109e+00
8.682344780613517e-02	4.690829e+00
8.686206384299273e-02	4.703544e+00
8.690085281682972e-02	4.709669e+00
8.695437608310783e-02	4.709016e+00
8.700263135403966e-02	4.698478e+00
8.708093182787495e-02	4.667329e+00
8.709374619914528e-02	4.660342e+00
8.711937494168595e-02	4.643359e+00
8.713754508461259e-02	4.630207e+00
8.715530565521958e-02	4.616285e+00
8.716858720515852e-02	4.605290e+00
8.717607060735699e-02	4.598854e+00
8.717994135034388e-02	4.595443e+00
8.718369752619776e-02	4.592081e+00
8.718773785110444e-02	4.588407e+00
8.719581850091780e-02	4.580876e+00
8.721197980054454e-02	4.565199e+00
8.723946340870645e-02	4.536684e+00
8.729443062503027e-02	4.473588e+00
8.740436505767792e-02	4.334260e+00
8.753143086417009e-02	4.167298e+00
8.772649066415772e-02	3.926852e+00
8.783664709557672e-02	3.816175e+00
8.790931699035601e-02	3.763526e+00
8.796106747599594e-02	3.737676e+00
8.799936840874716e-02	3.725496e+00
8.803835257098405e-02	3.719735e+00
8.809116451283713e-02	3.720887e+00
8.813968616062456e-02	3.731955e+00
8.821841253308775e-02	3.764009e+00
8.823097004343876e-02	3.770971e+00
8.825608506414077e-02	3.787822e+00
8.827365801834614e-02	3.800656e+00
8.829065241267237e-02	3.814042e+00
8.830240233080025e-02	3.823787e+00
8.830959933219769e-02	3.829973e+00
8.831339487713863e-02	3.833311e+00
8.831714359049420e-02	3.836663e+00
8.832761929983521e-02	3.846258e+00
8.833801565669298e-02	3.856146e+00
8.835471246597117e-02	3.872707e+00
8.838317640431978e-02	3.902926e+00
8.844010428101699e-02	3.969625e+00
8.855396003441142e-02	4.116168e+00
8.869666540543186e-02	4.304590e+00
8.887546428516062e-02	4.522440e+00
8.898095184407945e-02	4.626057e+00
8.905120036504470e-02	4.675754e+00
8.910146611600511e-02	4.700275e+00
8.913875809701646e-02	4.711809e+00
8.917837553093201e-02	4.717459e+00
8.922889514671348e-02	4.716179e+00
8.927827386611741e-02	4.704725e+00
8.935836959473732e-02	4.671869e+00
8.937041253023754e-02	4.665152e+00
8.939449840123800e-02	4.648930e+00
8.941181247879353e-02	4.636272e+00
8.942856474509916e-02	4.623087e+00
8.944045478519974e-02	4.613239e+00
8.944762166052532e-02	4.607085e+00
8.945191888904577e-02	4.603308e+00
8.945579157665079e-02	4.599848e+00
8.946422982134919e-02	4.592153e+00
8.947945912974641e-02	4.577709e+00
8.949328487912836e-02	4.563947e+00
8.951955528269692e-02	4.536158e+00
8.957209608983406e-02	4.475220e+00
8.967717770410832e-02	4.341306e+00
8.982112367957183e-02	4.152266e+00
9.001161519306654e-02	3.920230e+00
9.011718071240343e-02	3.816643e+00
9.018747003042434e-02	3.767311e+00
9.023776094882333e-02	3.743062e+00
9.027507009232943e-02	3.731736e+00
9.031467664945371e-02	3.726315e+00
9.036523544334575e-02	3.727887e+00
9.041459953114710e-02	3.739623e+00
9.049467189531786e-02	3.772890e+00
9.050617854415187e-02	3.779353e+00
9.052919184181987e-02	3.794908e+00
9.054621371901006e-02	3.807364e+00
9.056276192653573e-02	3.820385e+00
9.057490931086265e-02	3.830444e+00
9.058206098131798e-02	3.836585e+00
9.058643872109073e-02	3.840435e+00
9.059041219677787e-02	3.843987e+00
9.059865260740288e-02	3.851506e+00
9.060512910144509e-02	3.857563e+00
9.061279957871367e-02	3.864900e+00
9.062531979554697e-02	3.877299e+00
9.064882547478825e-02	3.901915e+00
9.069546084517009e-02	3.955202e+00
9.078873158593377e-02	4.072924e+00
9.094666983517460e-02	4.281084e+00
9.113829215453224e-02	4.517800e+00
9.124743685626842e-02	4.627467e+00
9.131958574562879e-02	4.679813e+00
9.137101830042213e-02	4.705616e+00
9.140910378952653e-02	4.717834e+00
9.144822211882785e-02	4.723752e+00
9.150054644713190e-02	4.722814e+00
9.154925057777867e-02	4.711888e+00
9.162826863161840e-02	4.680007e+00
9.164102498208429e-02	4.672970e+00
9.166653768301609e-02	4.655905e+00
9.168430494528891e-02	4.642952e+00
9.170149488135486e-02	4.629425e+00
9.171343696647392e-02	4.619525e+00
9.172067902829618e-02	4.613301e+00
9.172446981564356e-02	4.609967e+00
9.172821069914557e-02	4.606624e+00
9.173316330650529e-02	4.602133e+00
9.173862791984554e-02	4.597081e+00
9.174955714652604e-02	4.586681e+00
9.176703598240663e-02	4.569296e+00
9.179779754951138e-02	4.536437e+00
9.185932068372088e-02	4.463719e+00
9.198236695213988e-02	4.304594e+00
9.212781614897522e-02	4.113884e+00
9.229704023706425e-02	3.912201e+00
9.239800100060479e-02	3.816409e+00
9.246585826105325e-02	3.770403e+00
9.251463968945342e-02	3.747772e+00
9.255091582046633e-02	3.737311e+00
9.259118342008615e-02	3.732263e+00
9.263937287172941e-02	3.734233e+00
9.268962086519728e-02	3.746688e+00
9.277110388791959e-02	3.781258e+00
9.278154355533598e-02	3.787201e+00
9.280242289016875e-02	3.801427e+00
9.281889358669083e-02	3.813510e+00
9.283488897186444e-02	3.826085e+00
9.284726328156603e-02	3.836315e+00
9.285434516663872e-02	3.842385e+00
9.285885593835419e-02	3.846346e+00
9.286303357166142e-02	3.850075e+00
9.286682218736582e-02	3.853501e+00
9.287055516869953e-02	3.856923e+00
9.287595705431939e-02	3.861947e+00
9.288181015671522e-02	3.867491e+00
9.289133909699726e-02	3.876766e+00
9.290874134010010e-02	3.894458e+00
9.294234212576748e-02	3.931159e+00
9.300954369710222e-02	4.012345e+00
9.314394683977172e-02	4.188490e+00
9.330246506566806e-02	4.395362e+00
9.345521609459630e-02	4.572021e+00
9.354849968991033e-02	4.656161e+00
9.361219450938360e-02	4.696934e+00
9.365834864779296e-02	4.717065e+00
9.369280926505075e-02	4.726231e+00
9.373426937251905e-02	4.730772e+00
9.377824101112132e-02	4.728412e+00
9.383005824886416e-02	4.714873e+00
9.391404155603486e-02	4.678287e+00
9.392307762461451e-02	4.673045e+00
9.394114976177378e-02	4.660585e+00
9.395697567927215e-02	4.648924e+00
9.397212896542860e-02	4.637017e+00
9.398451936104456e-02	4.626796e+00
9.399146798097850e-02	4.620857e+00
9.399625041521485e-02	4.616666e+00
9.400085398111327e-02	4.612566e+00
9.400414494766013e-02	4.609596e+00
9.400803503867840e-02	4.606032e+00
9.401523869085855e-02	4.599311e+00
9.402453670923459e-02	4.590387e+00
9.404313274598668e-02	4.571655e+00
9.408032481949084e-02	4.531137e+00
9.415470896649916e-02	4.441229e+00
9.428719412739135e-02	4.267821e+00
9.444564823967580e-02	4.062160e+00
9.459550394439864e-02	3.890840e+00
9.468743768460000e-02	3.809268e+00
9.475038580370482e-02	3.769778e+00
9.479606271094709e-02	3.750355e+00
9.483019118326513e-02	3.741616e+00
9.487187358993346e-02	3.737412e+00
9.491506642887995e-02	3.740083e+00
9.496717291403069e-02	3.754125e+00
9.505161648771923e-02	3.791540e+00
9.505993374518522e-02	3.796416e+00
9.507656826011721e-02	3.807958e+00
9.509206912742688e-02	3.819411e+00
9.510674784301530e-02	3.830948e+00
9.511894409146271e-02	3.841002e+00
9.512581346905113e-02	3.846868e+00
9.513083838977673e-02	3.851268e+00
9.513581276768118e-02	3.855699e+00
9.513926500557199e-02	3.858817e+00
9.514301260057428e-02	3.862254e+00
9.515038874597992e-02	3.869146e+00
9.515994266843664e-02	3.878335e+00
9.517905051335007e-02	3.897647e+00
9.521726620317693e-02	3.939491e+00
9.529369758283066e-02	4.032407e+00
9.542759725121810e-02	4.208420e+00
9.558889085271757e-02	4.418054e+00
9.573584195989879e-02	4.585551e+00
9.582641831198258e-02	4.665430e+00
9.588861088520825e-02	4.704230e+00
9.593380306031160e-02	4.723352e+00
9.596819451028654e-02	4.732074e+00
9.601088657978822e-02	4.736306e+00
9.605241588704620e-02	4.733658e+00
9.610513976553235e-02	4.719308e+00
9.619056513766633e-02	4.681279e+00
9.619859538460078e-02	4.676551e+00
9.621465587846968e-02	4.665371e+00
9.623005605347436e-02	4.653975e+00
9.624450523843567e-02	4.642617e+00
9.625647769195786e-02	4.632753e+00
9.626329133042417e-02	4.626940e+00
9.626854583046895e-02	4.622348e+00
9.627240868887137e-02	4.618917e+00
9.627544067918138e-02	4.616191e+00
9.627873216155813e-02	4.613193e+00
9.628512675751166e-02	4.607251e+00
9.629791594941872e-02	4.594945e+00
9.632349433323284e-02	4.568756e+00
9.637465110086108e-02	4.510989e+00
9.647696463611755e-02	4.382993e+00
9.659736748054278e-02	4.225845e+00
9.682897392383021e-02	3.939839e+00
9.693484134782845e-02	3.834195e+00
9.700528853414174e-02	3.784589e+00
9.705567679128128e-02	3.760195e+00
9.709305229381003e-02	3.748783e+00
9.713261682955526e-02	3.743308e+00
9.718332704635821e-02	3.744813e+00
9.723263457796248e-02	3.756464e+00
9.731261662629229e-02	3.789606e+00
9.732445161104554e-02	3.796249e+00
9.734812158055203e-02	3.812257e+00
9.736526682998037e-02	3.824827e+00
9.738184776066487e-02	3.837901e+00
9.739361269111678e-02	3.847660e+00
9.740074051024043e-02	3.853787e+00
9.740503493529025e-02	3.857566e+00
9.740892477430792e-02	3.861045e+00
9.741715315374701e-02	3.868555e+00
9.743160721858410e-02	3.882250e+00
9.744450949190625e-02	3.895051e+00
9.746884654373696e-02	3.920626e+00
9.751748067977349e-02	3.976495e+00
9.761474895184657e-02	4.099600e+00
9.775502675678396e-02	4.283108e+00
9.798425966415018e-02	4.562425e+00
9.808329187786453e-02	4.658231e+00
9.815011657047586e-02	4.703150e+00
9.819825144271586e-02	4.725319e+00
9.823408284778835e-02	4.735579e+00
9.827463898125695e-02	4.740644e+00
9.832180147756781e-02	4.738729e+00
9.837243201814413e-02	4.726184e+00
9.845452504843025e-02	4.691369e+00
9.846512717054168e-02	4.685322e+00
9.848633141476454e-02	4.670839e+00
9.850285346824501e-02	4.658686e+00
9.851881602301588e-02	4.646108e+00
9.853083836420587e-02	4.636153e+00
9.853787901396377e-02	4.630112e+00
9.854234065477381e-02	4.626193e+00
9.854648160822506e-02	4.622496e+00
9.855018575972217e-02	4.619146e+00
9.855387116426392e-02	4.615768e+00
9.855916791372221e-02	4.610845e+00
9.856489731513110e-02	4.605423e+00
9.857432603655857e-02	4.596259e+00
9.859147133747019e-02	4.578861e+00
9.862479270452337e-02	4.542561e+00
9.869143543862974e-02	4.462317e+00
9.882472090684247e-02	4.288213e+00
9.898170194891974e-02	4.083891e+00
9.913555271149482e-02	3.906217e+00
9.922934842053505e-02	3.821689e+00
9.929332532873213e-02	3.780828e+00
9.933965928430356e-02	3.760719e+00
9.937424486358441e-02	3.751606e+00
9.941562166212881e-02	3.747196e+00
9.945988574438899e-02	3.749713e+00
9.951159433114999e-02	3.763384e+00
9.959540469850482e-02	3.800140e+00
9.960417629879176e-02	3.805246e+00
9.962171949936563e-02	3.817363e+00
9.963742147540856e-02	3.828940e+00
9.965243148706254e-02	3.840734e+00
9.966486861096260e-02	3.850992e+00
9.967180802275710e-02	3.856923e+00
9.967666034539233e-02	3.861176e+00
9.968136287421217e-02	3.865365e+00
9.968469932279003e-02	3.868379e+00
9.968855207141998e-02	3.871911e+00
9.969579212757822e-02	3.878671e+00
9.970505011938707e-02	3.887564e+00
9.972356610300478e-02	3.906229e+00
9.976059807024021e-02	3.946604e+00
9.983466200471106e-02	4.036238e+00
9.996715571667274e-02	4.210068e+00
1.001253487839710e-01	4.416196e+00
1.002761019400209e-01	4.589570e+00
1.003684543785304e-01	4.672187e+00
1.004316346019716e-01	4.712244e+00
1.004774600459481e-01	4.732010e+00
1.005116919748288e-01	4.740973e+00
1.005533050050515e-01	4.745394e+00
1.005967406564733e-01	4.742935e+00
1.006487569757091e-01	4.729188e+00
1.007330570925263e-01	4.692239e+00
1.007418392702492e-01	4.687124e+00
1.007594036256949e-01	4.674982e+00
1.007751053238809e-01	4.663397e+00
1.007900699043045e-01	4.651636e+00
1.008023114909119e-01	4.641540e+00
1.008092119558204e-01	4.635645e+00
1.008140738108920e-01	4.631387e+00
1.008188098415192e-01	4.627170e+00
1.008221686168294e-01	4.624138e+00
1.008259810536805e-01	4.620645e+00
1.008333384312815e-01	4.613778e+00
1.008427090497719e-01	4.604780e+00
1.008614502867526e-01	4.585884e+00
1.008989327607142e-01	4.544995e+00
1.009738977086373e-01	4.454253e+00
1.011068691712726e-01	4.280062e+00
1.012661906317975e-01	4.073330e+00
1.014150477220211e-01	3.903471e+00
1.015065152047056e-01	3.822569e+00
1.015692043297378e-01	3.783376e+00
1.016147152849216e-01	3.764097e+00
1.016488842998757e-01	3.755406e+00
1.016909386941548e-01	3.751227e+00
1.017335769667720e-01	3.753928e+00
1.017858893352186e-01	3.768120e+00
1.018706604071662e-01	3.805810e+00
1.018788040396078e-01	3.810596e+00
1.018950913044910e-01	3.821917e+00
1.019105251835176e-01	3.833329e+00
1.019250784846616e-01	3.844768e+00
1.019371888160941e-01	3.854748e+00
1.019440337809320e-01	3.860591e+00
1.019491393511366e-01	3.865058e+00
1.019533850745087e-01	3.868833e+00
1.019566138125814e-01	3.871741e+00
1.019601364557031e-01	3.874960e+00
1.019671817419464e-01	3.881523e+00
1.019781760528871e-01	3.892094e+00
1.020001646747684e-01	3.914442e+00
1.020441419185310e-01	3.963287e+00
1.021320964060563e-01	4.071555e+00
1.022515528730518e-01	4.228426e+00
1.024555785897283e-01	4.489293e+00
1.025826129796344e-01	4.626786e+00
1.026637110588360e-01	4.692104e+00
1.027204906236534e-01	4.724087e+00
1.027621552941247e-01	4.739590e+00
1.027990293142167e-01	4.747437e+00
1.028355132948265e-01	4.749935e+00
1.028729943568493e-01	4.746618e+00
1.029272186065854e-01	4.731429e+00
1.030035228326059e-01	4.697607e+00
1.030126596531632e-01	4.692278e+00
1.030309332942779e-01	4.679741e+00
1.030466991498405e-01	4.668168e+00
1.030622635703197e-01	4.655959e+00
1.030757381518211e-01	4.644844e+00
