time	V(vout)
9.249914370233587e-03	2.550736e+00
9.252438718303488e-03	2.672671e+00
9.255155919880201e-03	2.777554e+00
9.257374872955703e-03	2.832011e+00
9.259146399125819e-03	2.854223e+00
9.261102847532716e-03	2.867065e+00
9.263240120466325e-03	2.876826e+00
9.265783451458974e-03	2.886548e+00
9.270870113444270e-03	2.904246e+00
9.276576283240226e-03	2.922202e+00
9.287988622832139e-03	2.953298e+00
9.310813302015964e-03	3.004457e+00
9.356462660383614e-03	3.082523e+00
9.441688058223117e-03	3.186590e+00
9.527975712730379e-03	3.256450e+00
9.572389127813798e-03	3.276439e+00
9.607325319329851e-03	3.281698e+00
9.650674884796420e-03	3.277579e+00
9.690053260813694e-03	3.262315e+00
9.743574640733764e-03	3.208808e+00
9.830266930161194e-03	3.054295e+00
9.840773581296881e-03	3.008526e+00
9.861786883568254e-03	2.810794e+00
9.878917715587786e-03	2.502095e+00
9.895400408579958e-03	2.035219e+00
9.904720186826243e-03	1.738741e+00
9.909537222640720e-03	1.632951e+00
9.911947598301355e-03	1.613295e+00
9.913763775996070e-03	1.609164e+00
9.915639431106666e-03	1.606845e+00
9.917405623313029e-03	1.605162e+00
9.919871589527099e-03	1.603249e+00
9.923546750492292e-03	1.600710e+00
9.928948281544784e-03	1.597385e+00
9.936263169370281e-03	1.593423e+00
9.948271575682852e-03	1.587911e+00
9.968930602221125e-03	1.580343e+00
1.000874108919713e-02	1.569671e+00
1.008836206314914e-02	1.555439e+00
1.023392807804314e-02	1.539348e+00
1.038199619841880e-02	1.530310e+00
1.055609353181566e-02	1.525327e+00
1.063118494198909e-02	1.524406e+00
1.068440215397559e-02	1.524165e+00
1.072369271249878e-02	1.524087e+00
1.076206805034379e-02	1.524085e+00
1.080975518601519e-02	1.524167e+00
1.085282911197668e-02	1.524347e+00
1.092281854920681e-02	1.524990e+00
1.103529122993557e-02	1.527745e+00
1.120927435075676e-02	1.539357e+00
1.138134805302144e-02	1.561562e+00
1.140207256527595e-02	1.567589e+00
1.144352158978496e-02	1.587762e+00
1.145388384591221e-02	1.598315e+00
1.147460835816672e-02	1.650857e+00
1.148355065663146e-02	1.713374e+00
1.148702553646541e-02	1.765097e+00
1.148904114013351e-02	1.809053e+00
1.149010491066632e-02	1.836396e+00
1.149080285405613e-02	1.855845e+00
1.149159210363993e-02	1.879251e+00
1.149287593001795e-02	1.920101e+00
1.149348805415293e-02	1.940626e+00
1.149410017828792e-02	1.961961e+00
1.149471230242291e-02	1.984106e+00
1.149532442655789e-02	2.007062e+00
1.149593655069288e-02	2.030828e+00
1.149654867482787e-02	2.055404e+00
1.149716079896286e-02	2.080790e+00
1.149977084983623e-02	2.197911e+00
1.150499095158299e-02	2.461292e+00
1.151098454064719e-02	2.787432e+00
1.151430419690757e-02	2.947431e+00
1.151809072945060e-02	3.069392e+00
1.151973155080938e-02	3.094401e+00
1.152163430481296e-02	3.105486e+00
1.152345072959461e-02	3.113225e+00
1.152566151727789e-02	3.121410e+00
1.152914527272107e-02	3.133499e+00
1.153275791236849e-02	3.145219e+00
1.153936730049159e-02	3.164897e+00
1.154828818228707e-02	3.188803e+00
1.156352172689954e-02	3.224265e+00
1.159277337221487e-02	3.280392e+00
1.165127666284554e-02	3.364537e+00
1.176383995192924e-02	3.477080e+00
1.182939495153983e-02	3.516902e+00
1.186652334351019e-02	3.525901e+00
1.190624463302748e-02	3.524309e+00
1.195639049357555e-02	3.508095e+00
1.200590876927681e-02	3.466406e+00
1.208622732576047e-02	3.345871e+00
1.210225097869076e-02	3.284012e+00
1.213429828455134e-02	2.997854e+00
1.215399027548973e-02	2.624328e+00
1.217173534991756e-02	2.088648e+00
1.218131546373610e-02	1.782591e+00
1.218680418016501e-02	1.665176e+00
1.218936647935536e-02	1.644360e+00
1.219126365867446e-02	1.639791e+00
1.219267541638728e-02	1.637333e+00
1.219414595596184e-02	1.635054e+00
1.219562250161804e-02	1.632977e+00
1.219780464417194e-02	1.630145e+00
1.220216892927975e-02	1.625075e+00
1.220796274373055e-02	1.619233e+00
1.221710614059422e-02	1.611715e+00
1.223443856331846e-02	1.600859e+00
1.226464255897278e-02	1.587421e+00
1.231602829655111e-02	1.571998e+00
1.238680949776612e-02	1.558223e+00
1.250560296901728e-02	1.543850e+00
1.264550024625435e-02	1.533881e+00
1.281202916954099e-02	1.527477e+00
1.289243661392313e-02	1.525897e+00
1.294881197076014e-02	1.525390e+00
1.299020936216314e-02	1.525224e+00
1.302727304741473e-02	1.525208e+00
1.306451093634014e-02	1.525311e+00
1.310090828892468e-02	1.525549e+00
1.315553380373863e-02	1.526238e+00
1.324397766495532e-02	1.528503e+00
1.338422712765316e-02	1.538032e+00
1.359257595001861e-02	1.564066e+00
1.360408132048920e-02	1.567101e+00
